"symbol","company_name"
"KMB","Kimberly-Clark Corporation Common Stock"
"KMDA","Kamada Ltd. - Ordinary Shares"
"KMF","Kayne Anderson NextGen Energy & Infrastructure, Inc."
"KMI","Kinder Morgan, Inc. Common Stock"
"KMPH","KemPharm, Inc. - Common Stock"
"KMPR","Kemper Corporation"
"KMT","Kennametal Inc. Common Stock"
"KMX","CarMax Inc"
"KN","Knowles Corporation Common Stock"
"KNBE","KnowBe4, Inc. - Class A Common Stock"
"KNDI","Kandi Technologies Group, Inc. - Common Stock"
"KNL","Knoll, Inc. Common Stock"
"KNOP","KNOT Offshore Partners LP Common Units representing Limited Partner Interests"
"KNSA","Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock"
"KNSL","Kinsale Capital Group, Inc. - Common Stock"
"KNTE","Kinnate Biopharma Inc. - Common Stock"
"KNX","Knight-Swift Transportation Holdings Inc."
"KO","Coca-Cola Company (The) Common Stock"
"KOD","Kodiak Sciences Inc - Common Stock"
"KODK","Eastman Kodak Company Common New"
"KOF","Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)"
"KOP","Koppers Holdings Inc. Koppers Holdings Inc. Common Stock"
"KOPN","Kopin Corporation - Common Stock"
"KOR","Corvus Gold Inc. - Common Shares"
"KOS","Kosmos Energy Ltd. Common Shares (DE)"
"KOSS","Koss Corporation - Common Stock"
"KPTI","Karyopharm Therapeutics Inc. - Common Stock"
"KR","Kroger Company (The) Common Stock"
"KRA","Kraton Corporation Common Stock"
"KRBP","Kiromic BioPharma, Inc. - Common Stock"
"KRC","Kilroy Realty Corporation Common Stock"
"KREF","KKR Real Estate Finance Trust Inc. Common Stock"
"KRG","Kite Realty Group Trust Common Stock"
"KRKR","36Kr Holdings Inc. - American Depositary Shares"
"KRMD","Repro Med Systems, Inc. - Common Stock"
"KRNL","Kernel Group Holdings, Inc. - Class A Ordinary Shares"
"KRNT","Kornit Digital Ltd. - Ordinary Shares"
"KRNY","Kearny Financial - Common Stock"
"KRO","Kronos Worldwide Inc Common Stock"
"KRON","Kronos Bio, Inc. - Common Stock"
"KROS","Keros Therapeutics, Inc. - common stock"
"KRP","Kimbell Royalty Partners Common Units Representing Limited Partner Interests"
"KRT","Karat Packaging Inc. - Common Stock"
"KRTX","Karuna Therapeutics, Inc. - Common Stock"
"KRUS","Kura Sushi USA, Inc. - Class A Common Stock"
"KRYS","Krystal Biotech, Inc. - Common Stock"
"KSI","Kadem Sustainable Impact Corporation - Class A common stock"
"KSM","DWS Strategic Municipal Income Trust"
"KSMT","Kismet Acquisition One Corp - Ordinary Shares"
"KSPN","Kaspien Holdings Inc. - Common Stock"
"KSS","Kohl's Corporation Common Stock"
"KSU","Kansas City Southern Common Stock"
"KT","KT Corporation Common Stock"
"KTB","Kontoor Brands, Inc. Common Stock "
"KTCC","Key Tronic Corporation - Common Stock"
"KTF","DWS Municipal Income Trust"
"KTH","Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock"
"KTN","Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)"
"KTOS","Kratos Defense & Security Solutions, Inc. - Common Stock"
"KTRA","Kintara Therapeutics, Inc. - Common Stock"
"KUKE","Kuke Music Holding Limited American Depositary Shares, each representing one Ordinary Share"
"KURA","Kura Oncology, Inc. - Common Stock"
"KURI","Alkuri Global Acquisition Corp. - Class A common stock"
"KVHI","KVH Industries, Inc. - Common Stock"
"KVSA","Khosla Ventures Acquisition Co. - Class A Common Stock"
"KVSB","Khosla Ventures Acquisition Co. II - Class A Common Stock"
"KVSC","Khosla Ventures Acquisition Co. III - Class A Common Stock"
"KW","Kennedy-Wilson Holdings Inc. Common Stock"
"KWAC","Kingswood Acquisition Corp. Class A Common Stock"
"KWR","Quaker Chemical Corporation Common Stock"
"KXIN","Kaixin Auto Holdings - Ordinary Share"
"KYMR","Kymera Therapeutics, Inc. - Common Stock"
"KYN","Kayne Anderson Energy Infrastructure Fund, Inc."
"KZIA","Kazia Therapeutics Limited - American Depositary Shares"
"KZR","Kezar Life Sciences, Inc. - Common Stock"
"L","Loews Corporation Common Stock"
"LABP","Landos Biopharma, Inc. - Common Stock"
"LAC","Lithium Americas Corp. Common Shares"
"LACQ","Leisure Acquisition Corp. - Common Stock"
"LAD","Lithia Motors, Inc. Common Stock"
"LADR","Ladder Capital Corp Class A Common Stock"
"LAIX","LAIX Inc. American Depositary Shares, each  representing one Class A Ordinary Share"
"LAKE","Lakeland Industries, Inc. - Common Stock"
"LAMR","Lamar Advertising Company - Class A Common Stock"
"LANC","Lancaster Colony Corporation - Common Stock"
"LAND","Gladstone Land Corporation - Common Stock"
"LANDM","Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock"
"LANDO","Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock"
"LARK","Landmark Bancorp Inc. - Common Stock"
"LASR","nLIGHT, Inc. - Common Stock"
"LATN","Union Acquisition Corp. II - Ordinary Shares"
"LAUR","Laureate Education, Inc. - Class A Common Stock"
"LAWS","Lawson Products, Inc. - Common Stock"
"LAZ","Lazard LTD. Lazard, LTD. Class A Common Stock"
"LAZR","Luminar Technologies, Inc.  - Class A Common Stock"
"LAZY","Lazydays Holdings, Inc. - Common Stock"
"LB","L Brands, Inc."
"LBAI","Lakeland Bancorp, Inc. - Common Stock"
"LBC","Luther Burbank Corporation - Common Stock"
"LBPH","Longboard Pharmaceuticals, Inc. - Common Stock"
"LBPS","4D pharma plc - American Depositary Shares"
"LBRDA","Liberty Broadband Corporation - Class A Common Stock"
"LBRDK","Liberty Broadband Corporation - Class C Common Stock"
"LBRDP","Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock"
"LBRT","Liberty Oilfield Services Inc. Class A Common Stock"
"LBTYA","Liberty Global plc - Class A Ordinary Shares"
"LBTYB","Liberty Global plc - Class B Ordinary Shares"
"LBTYK","Liberty Global plc - Class C Ordinary Shares"
"LC","LendingClub Corporation Common Stock"
"LCAA","L Catterton Asia Acquisition Corp - Class A Ordinary Shares"
"LCAP","Lionheart Acquisition Corp. II - Class A Common Stock"
"LCI","Lannett Co Inc Common Stock"
"LCII","LCI Industries"
"LCNB","LCNB Corporation - Common Stock"
"LCTX","Lineage Cell Therapeutics, Inc. Common Stock"
"LCUT","Lifetime Brands, Inc. - Common Stock"
"LCY","Landcadia Holdings III, Inc. - Class A Common Stock"
"LD","iPath Bloomberg Lead Subindex Total Return SM Index ETN"
"LDHA","LDH Growth Corp I - Class A Ordinary Shares"
"LDI","loanDepot, Inc. Class A Common Stock"
"LDL","Lydall, Inc. Common Stock"
"LDOS","Leidos Holdings, Inc. Common Stock"
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc."
"LE","Lands' End, Inc. - Common Stock"
"LEA","Lear Corporation Common Stock"
"LEAF","Leaf Group Ltd. Common Stock"
"LEAP","Ribbit LEAP, Ltd. Class A Ordinary Shares"
"LECO","Lincoln Electric Holdings, Inc. - Common Shares"
"LEDS","SemiLEDS Corporation - Common Stock"
"LEE","Lee Enterprises, Incorporated - Common Stock"
"LEG","Leggett & Platt, Incorporated Common Stock"
"LEGH","Legacy Housing Corporation - Common Stock"
"LEGN","Legend Biotech Corporation - American Depositary Shares"
"LEGO","Legato Merger Corp. - Common stock"
"LEJU","Leju Holdings Limited American Depositary Shares, each representing one Ordinary share"
"LEN","Lennar Corporation Class A Common Stock"
"LEO","BNY Mellon Strategic Municipals, Inc. Common Stock"
"LESL","Leslie's, Inc. - Common Stock"
"LEU","Centrus Energy Corp. Class A Common Stock"
"LEV","The Lion Electric Company Common Shares"
"LEVI","Levi Strauss & Co Class A Common Stock"
"LEVL","Level One Bancorp, Inc. - Common Stock"
"LEVLP","Level One Bancorp, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock, Series B"
"LEXX","Lexaria Bioscience Corp. - Common Stock"
"LFC","China Life Insurance Company Limited American Depositary Shares"
"LFMD","LifeMD, Inc. - Common Stock"
"LFT","Lument Finance Trust, Inc. Common Stock"
"LFTR","Lefteris Acquisition Corp. - Class A Common Stock"
"LFUS","Littelfuse, Inc. - Common Stock"
"LFVN","Lifevantage Corporation - Common Stock"
"LGAC","Lazard Growth Acquisition Corp. I - Ordinary Shares"
"LGHL","Lion Group Holding Ltd. - American Depositary Share"
"LGI","Lazard Global Total Return and Income Fund Common Stock"
"LGIH","LGI Homes, Inc. - Common Stock"
"LGL","LGL Group, Inc. (The) Common Stock"
"LGND","Ligand Pharmaceuticals Incorporated - Common Stock"
"LGO","Largo Resources Ltd. - Common Shares"
"LGV","Longview Acquisition Corp. II Class A Common Stock"
"LGVN","Longeveron Inc. - common stock"
"LH","Laboratory Corporation of America Holdings Common Stock"
"LHAA","Lerer Hippeau Acquisition Corp. - Class A Common Stock"
"LHC","Leo Holdings Corp. II Class A Ordinary Shares"
"LHCG","LHC Group - common stock"
"LHDX","Lucira Health, Inc. - Common Stock"
"LHX","L3Harris Technologies, Inc. Common Stock"
"LI","Li Auto Inc. - American Depositary Shares"
"LIFE","aTyr Pharma, Inc. - Common Stock"
"LII","Lennox International, Inc. Common Stock"
"LIII","Leo Holdings III Corp. Class A Ordinary Shares"
"LILA","Liberty Latin America Ltd. - Class A Common Stock"
"LILAK","Liberty Latin America Ltd. - Class C Common Stock"
"LIN","Linde plc Ordinary Share"
"LINC","Lincoln Educational Services Corporation - Common Stock"
"LIND","Lindblad Expeditions Holdings Inc.  - Common Stock"
"LINK","Interlink Electronics, Inc. - Common Stock"
"LINX","Linx S.A. American Depositary Shares, each representing one common share"
"LIQT","LiqTech International, Inc. - Common Stock"
"LITB","LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares"
"LITE","Lumentum Holdings Inc. - Common Stock"
"LIVE","Live Ventures Incorporated - Common Stock"
"LIVK","LIV Capital Acquisition Corp. - Class A Ordinary Shares"
"LIVN","LivaNova PLC - Ordinary Shares"
"LIVX","LiveXLive Media, Inc. - Common Stock"
"LIXT","Lixte Biotechnology Holdings, Inc. - Common Stock"
"LIZI","LIZHI INC. - American Depositary Shares"
"LJAQ","LightJump Acquisition Corporation - Common Stock"
"LJPC","La Jolla Pharmaceutical Company - Common Stock"
"LKCO","Luokung Technology Corp - Ordinary Shares"
"LKFN","Lakeland Financial Corporation - Common Stock"
"LKQ","LKQ Corporation - Common Stock"
"LL","Lumber Liquidators Holdings, Inc Common Stock"
"LLIT","Lianluo Smart Limited - Class A Common Stock"
"LLNW","Limelight Networks, Inc. - Common Stock"
"LLY","Eli Lilly and Company Common Stock"
"LMACA","Liberty Media Acquisition Corporation - Series A Common Stock"
"LMAO","LMF Acquisition Opportunities Inc. - Class A common stock"
"LMAT","LeMaitre Vascular, Inc. - Common Stock"
"LMB","Limbach Holdings, Inc. - Common Stock"
"LMFA","LM Funding America, Inc. - Common Stock"
"LMND","Lemonade, Inc. Common Stock"
"LMNL","Liminal BioSciences Inc. - Common Shares"
"LMNR","Limoneira Co - Common Stock"
"LMNX","Luminex Corporation - Common Stock"
"LMPX","LMP Automotive Holdings, Inc. - Common Stock"
"LMRK","Landmark Infrastructure Partners LP - Common Units"
"LMRKN","Landmark Infrastructure Partners LP - Preferred Stock"
"LMRKO","Landmark Infrastructure Partners LP - Preferred Units"
"LMRKP","Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units"
"LMST","Limestone Bancorp, Inc. - Common Stock"
"LMT","Lockheed Martin Corporation Common Stock"
"LNC","Lincoln National Corporation Common Stock"
"LND","Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)"
"LNDC","Landec Corporation - Common Stock"
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares"
"LNG","Cheniere Energy, Inc. Common Stock"
"LNN","Lindsay Corporation Common Stock"
"LNSR","LENSAR, Inc. - Common Stock"
"LNT","Alliant Energy Corporation - Common Stock"
"LNTH","Lantheus Holdings, Inc. - Common Stock"
"LOAN","Manhattan Bridge Capital, Inc - Common Stock"
"LOB","Live Oak Bancshares, Inc. - Common Stock"
"LOCO","El Pollo Loco Holdings, Inc. - Common Stock"
"LODE","Comstock Mining, Inc. Common Stock"
"LOGC","LogicBio Therapeutics, Inc. - Common Stock"
"LOGI","Logitech International S.A. - Registered Shares"
"LOKB","Live Oak Acquisition Corp. II Class A Common Stock"
"LOKM","Live Oak Mobility Acquisition Corp. Class A Common Stock"
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima ADS"
"LOOP","Loop Industries, Inc. - Common Stock"
"LOPE","Grand Canyon Education, Inc. - Common Stock"
"LORL","Loral Space and Communications, Inc. - Common Stock"
"LOTZ","CarLotz, Inc. - Class A Common Stock"
"LOV","Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share)"
"LOVE","The Lovesac Company - Common Stock"
"LOW","Lowe's Companies, Inc. Common Stock"
"LPCN","Lipocine Inc. - Common Stock"
"LPG","Dorian LPG Ltd. Common Stock"
"LPI","Laredo Petroleum, Inc. Common Stock"
"LPL","LG Display Co, Ltd AMERICAN DEPOSITORY SHARES"
"LPLA","LPL Financial Holdings Inc. - Common Stock"
"LPRO","Open Lending Corporation - Class A Common Stock"
"LPSN","LivePerson, Inc. - Common Stock"
"LPTH","LightPath Technologies, Inc. - Class A Common Stock"
"LPTX","Leap Therapeutics, Inc. - Common Stock"
"LPX","Louisiana-Pacific Corporation Common Stock"
"LQDA","Liquidia Corporation - Common Stock"
"LQDT","Liquidity Services, Inc. - Common Stock"
"LRCX","Lam Research Corporation - Common Stock"
"LRMR","Larimar Therapeutics, Inc. - Common Stock"
"LRN","Stride, Inc. Common Stock"
"LSAQ","LifeSci Acquisition II Corp. - Common Stock"
"LSBK","Lake Shore Bancorp, Inc. - Common Stock"
"LSCC","Lattice Semiconductor Corporation - Common Stock"
"LSEA","Landsea Homes Corporation - Common Stock"
"LSF","Laird Superfood, Inc. Common Stock"
"LSI","Life Storage, Inc. Common Stock"
"LSPD","Lightspeed POS Inc. Subordinate Voting Shares"
"LSTR","Landstar System, Inc. - Common Stock"
"LSXMA","Liberty Media Corporation - Series A Liberty SiriusXM Common Stock"
"LSXMB","Liberty Media Corporation - Series B Liberty SiriusXM Common Stock"
"LSXMK","Liberty Media Corporation - Series C Liberty SiriusXM Common Stock"
"LTBR","Lightbridge Corporation - Common Stock"
"LTC","LTC Properties, Inc. Common Stock"
"LTHM","Livent Corporation Common Stock"
"LTRN","Lantern Pharma Inc. - Common Stock"
"LTRPA","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock"
"LTRPB","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock"
"LTRX","Lantronix, Inc. - Common Stock"
"LU","Lufax Holding Ltd American Depositary Shares, two of which representing one Ordinary Share"
"LUB","Luby's, Inc. Common Stock"
"LULU","lululemon athletica inc. - Common Stock"
"LUMN","Lumen Technologies, Inc. Common Stock"
"LUMO","Lumos Pharma, Inc. - Common Stock"
"LUNA","Luna Innovations Incorporated - Common Stock"
"LUNG","Pulmonx Corporation - Common Stock"
"LUV","Southwest Airlines Company Common Stock"
"LUXA","Lux Health Tech Acquisition Corp. - Class A Common Stock"
"LVRA","Levere Holdings Corp. - Class A Ordinary Shares"
"LVS","Las Vegas Sands Corp. Common Stock"
"LVTX","LAVA Therapeutics N.V. - Ordinary Shares"
"LW","Lamb Weston Holdings, Inc. Common Stock "
"LWAC","Locust Walk Acquisition Corp. - Class A Common stock"
"LWAY","Lifeway Foods, Inc. - Common Stock"
"LX","LexinFintech Holdings Ltd. - American Depositary Shares"
"LXEH","Lixiang Education Holding Co., Ltd. - American Depositary Shares"
"LXFR","Luxfer Holdings PLC Ordinary Shares"
"LXP","Lexington Realty Trust Common Stock"
"LXRX","Lexicon Pharmaceuticals, Inc. - Common Stock"
"LXU","LSB Industries, Inc. Common Stock"
"LYB","LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)"
"LYFT","Lyft, Inc. - Class A Common Stock"
"LYG","Lloyds Banking Group Plc American Depositary Shares"
"LYL","Dragon Victory International Limited - Ordinary Shares"
"LYRA","Lyra Therapeutics, Inc. - Common Stock"
"LYTS","LSI Industries Inc. - Common Stock"
"LYV","Live Nation Entertainment, Inc. Common Stock"
"LZB","La-Z-Boy Incorporated Common Stock"
"M","Macy's Inc Common Stock"
"MA","Mastercard Incorporated Common Stock"
"MAA","Mid-America Apartment Communities, Inc. Common Stock"
"MAAC","Montes Archimedes Acquisition Corp. - Class A Common Stock"
"MAC","Macerich Company (The) Common Stock"
"MACA","Moringa Acquisition Corp - Class A Ordinary Shares"
"MACC","Mission Advancement Corp. Class A Common Stock"
"MACK","Merrimack Pharmaceuticals, Inc. - Common Stock"
"MACQ","MCAP Acquisition Corporation - Class A Common Stock"
"MACU","Mallard Acquisition Corp. - Common Stock"
"MAG","MAG Silver Corporation Ordinary Shares"
"MAGS","Magal Security Systems Ltd. - Ordinary Shares"
"MAIN","Main Street Capital Corporation Common Stock"
"MAN","ManpowerGroup Common Stock"
"MANH","Manhattan Associates, Inc. - Common Stock"
"MANT","ManTech International Corporation - Class A Common Stock"
"MANU","Manchester United Ltd. Class A Ordinary Shares"
"MAR","Marriott International - Class A Common Stock"
"MARA","Marathon Digital Holdings, Inc. - Common Stock"
"MARK","Remark Holdings, Inc. - Common Stock"
"MARPS","Marine Petroleum Trust - Units of Beneficial Interest"
"MAS","Masco Corporation Common Stock"
"MASI","Masimo Corporation - Common Stock"
"MASS","908 Devices Inc. - Common Stock"
"MAT","Mattel, Inc. - Common Stock"
"MATW","Matthews International Corporation - Class A Common Stock"
"MATX","Matson, Inc. Common Stock"
"MAV","Pioneer Municipal High Income Advantage Fund, Inc."
"MAX","MediaAlpha, Inc. Class A Common Stock"
"MAXN","Maxeon Solar Technologies, Ltd. - Ordinary Shares"
"MAXR","Maxar Technologies Inc."
"MAYS","J. W. Mays, Inc. - Common Stock"
"MBAC","M3-Brigade Acquisition II Corp. Class A Common Stock"
"MBCN","Middlefield Banc Corp. - Common Stock"
"MBI","MBIA Inc. Common Stock"
"MBII","Marrone Bio Innovations, Inc. - Common Stock"
"MBIN","Merchants Bancorp - Common Stock"
"MBINN","Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock"
"MBINO","Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate"
"MBINP","Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock"
